"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"626","UniRef90_P32482..Chloramphenicol.resistance.protein","species","human",-0.161183522039512,0.335365862692272,2874,44,0.637876630943093,0.889964893625043,"dog",0.967292784083698
"627","UniRef90_P32714..Multidrug.resistance.outer.membrane.protein.MdtP","species","dog",0.236496774110628,0.328687493872358,2874,562,0.471979822206172,0.999999999999965,"cat",0.967292784083698
"628","UniRef90_P32714..Multidrug.resistance.outer.membrane.protein.MdtP","species","human",-1.30902781952336,1.87380226193765,2874,562,0.493643624500534,0.999999999999965,"cat",0.967292784083698
"629","UniRef90_P32714..Multidrug.resistance.outer.membrane.protein.MdtP","species","human",-1.54552459882772,1.85948484899785,2874,562,0.416958349042862,0.889964893625043,"dog",0.967292784083698
"630","UniRef90_P32715..Multidrug.resistance.protein.MdtO","species","human",-1.25973377573354,1.84665892631939,2874,769,0.503948353523349,0.999999999999965,"cat",0.967292784083698
"631","UniRef90_P32715..Multidrug.resistance.protein.MdtO","species","human",-2.03295854897111,1.83120525525294,2874,769,0.282193936589613,0.889964893625043,"dog",0.967292784083698
"632","UniRef90_P32716..Multidrug.resistance.protein.MdtN","species","human",-1.14213121717441,1.787047572057,2874,792,0.53086856301065,0.999999999999965,"cat",0.967292784083698
"633","UniRef90_P32716..Multidrug.resistance.protein.MdtN","species","human",-1.9252460274099,1.77325478368993,2874,792,0.292455672098323,0.889964893625043,"dog",0.967292784083698
"634","UniRef90_P33941..ABC.transporter.ATP.binding.permease.protein.YojI","species","human",-1.27361936607318,1.79817643495376,2874,731,0.487683197364593,0.999999999999965,"cat",0.967292784083698
"635","UniRef90_P33941..ABC.transporter.ATP.binding.permease.protein.YojI","species","human",-1.72435973562837,1.7848736844755,2874,731,0.346907972323223,0.889964893625043,"dog",0.967292784083698
"636","UniRef90_P35695..Beta.lactamase.OXA.7","species","dog",0.00478378940098156,0.0104267971440942,2874,4,0.647376209848168,0.999999999999965,"cat",0.967292784083698
"637","UniRef90_P35695..Beta.lactamase.OXA.7","species","human",-0.00816402080342564,0.0247249536303652,2874,4,0.746536791080055,0.889964893625043,"dog",0.967292784083698
"638","UniRef90_P37636..Multidrug.resistance.protein.MdtE","species","human",-1.20077090983651,2.10045778951364,2874,877,0.574668813431031,0.999999999999965,"cat",0.967292784083698
"639","UniRef90_P37636..Multidrug.resistance.protein.MdtE","species","human",-2.18968860213623,2.08493534932226,2874,877,0.30797718080968,0.889964893625043,"dog",0.967292784083698
"640","UniRef90_P37637..Multidrug.resistance.protein.MdtF","species","human",-1.3695801374003,1.88698785792254,2874,798,0.477508392840943,0.999999999999965,"cat",0.967292784083698
"641","UniRef90_P37637..Multidrug.resistance.protein.MdtF","species","human",-2.00984743213613,1.87187486622192,2874,798,0.297876997133088,0.889964893625043,"dog",0.967292784083698
"642","UniRef90_P37639..HTH.type.transcriptional.regulator.GadX","species","human",-0.989092140322199,1.38839016535862,2874,569,0.48643820307356,0.999999999999965,"cat",0.967292784083698
"643","UniRef90_P37639..HTH.type.transcriptional.regulator.GadX","species","human",-1.67154841194825,1.37118740613618,2874,569,0.241176065515838,0.889964893625043,"dog",0.967292784083698
"644","UniRef90_P39386..Multidrug.resistance.protein.MdtM","species","human",-0.381332178092972,0.973835606400471,2874,253,0.700602079458412,0.999999999999965,"cat",0.967292784083698
"645","UniRef90_P39386..Multidrug.resistance.protein.MdtM","species","human",-0.693458910154568,0.961559403986439,2874,253,0.481792660686792,0.889964893625043,"dog",0.967292784083698
"646","UniRef90_P49417..Chloramphenicol.acetyltransferase","species","dog",-0.0133437030667311,0.0409141176228486,2874,41,0.74434943132393,0.999999999999965,"cat",0.967292784083698
"647","UniRef90_P50868..Chloramphenicol.acetyltransferase","species","dog",0.02693243725036,0.0377466257419309,2874,16,0.477929862649777,0.999999999999965,"cat",0.967292784083698
"648","UniRef90_P50868..Chloramphenicol.acetyltransferase","species","human",-0.0196846957736743,0.0948149028633055,2874,16,0.839734070441754,0.999999999999965,"cat",0.967292784083698
"649","UniRef90_P50868..Chloramphenicol.acetyltransferase","species","human",-0.0466171398320701,0.0906802653350742,2874,16,0.619960952988213,0.889964893625043,"dog",0.967292784083698
"650","UniRef90_P51563..Tetracycline.resistance.protein..class.G","species","human",-0.414322537594467,0.628590286146329,2874,156,0.517665320661582,0.999999999999965,"cat",0.967292784083698
"651","UniRef90_P51563..Tetracycline.resistance.protein..class.G","species","human",-0.418052461349792,0.62329044145415,2874,156,0.510653326890099,0.889964893625043,"dog",0.967292784083698
"652","UniRef90_P51564..Tetracycline.resistance.protein..class.H","species","dog",0.00404504490626796,0.00879716553137436,2874,4,0.647403771332305,0.999999999999965,"cat",0.967292784083698
"653","UniRef90_P51564..Tetracycline.resistance.protein..class.H","species","human",-0.00572540075965418,0.0171668559163404,2874,4,0.74659055490684,0.889964893625043,"dog",0.967292784083698
"654","UniRef90_P52599..Probable.multidrug.resistance.protein.EmrK","species","human",-1.05524554349684,1.73568331150533,2874,520,0.550723370307153,0.999999999999965,"cat",0.967292784083698
"655","UniRef90_P52599..Probable.multidrug.resistance.protein.EmrK","species","human",-1.48146736101332,1.72468499822173,2874,520,0.401786764061461,0.889964893625043,"dog",0.967292784083698
"656","UniRef90_P52600..Probable.multidrug.resistance.protein.EmrY","species","human",-0.812686071667111,1.54120168923882,2874,631,0.604366419300815,0.999999999999965,"cat",0.967292784083698
"657","UniRef90_P52600..Probable.multidrug.resistance.protein.EmrY","species","human",-1.19954695094748,1.52892048260012,2874,631,0.443111029606573,0.889964893625043,"dog",0.967292784083698
"658","UniRef90_P60753..Lipid.A.export.ATP.binding.permease.protein.MsbA","species","dog",0.365216128298966,0.309649092818137,2874,743,0.238420776513821,0.999999999999965,"cat",0.967292784083698
"659","UniRef90_P60753..Lipid.A.export.ATP.binding.permease.protein.MsbA","species","human",-1.23568408680062,1.98567292321014,2874,743,0.54147085799424,0.999999999999965,"cat",0.967292784083698
"660","UniRef90_P60753..Lipid.A.export.ATP.binding.permease.protein.MsbA","species","human",-1.60090020806083,1.9736687455686,2874,743,0.428011476948319,0.889964893625043,"dog",0.967292784083698
"661","UniRef90_P60933..Undecaprenyl.diphosphatase","species","dog",0.298910754309825,0.361863681295485,2874,723,0.408953422018189,0.999999999999965,"cat",0.967292784083698
"662","UniRef90_P60933..Undecaprenyl.diphosphatase","species","human",-1.66694340140505,2.15418311410894,2874,723,0.44895173643747,0.999999999999965,"cat",0.967292784083698
"663","UniRef90_P60933..Undecaprenyl.diphosphatase","species","human",-1.96585415570884,2.13908515663936,2874,723,0.370380438020005,0.889964893625043,"dog",0.967292784083698
"664","UniRef90_P62577..Chloramphenicol.acetyltransferase","species","dog",0.0399608715975627,0.114751281145465,2874,115,0.727707080458561,0.999999999999965,"cat",0.967292784083698
"665","UniRef90_P62577..Chloramphenicol.acetyltransferase","species","human",-0.281626116168379,0.790721417645043,2874,115,0.725904220787741,0.999999999999965,"cat",0.967292784083698
"666","UniRef90_P62577..Chloramphenicol.acetyltransferase","species","human",-0.321586987854867,0.786575718237884,2874,115,0.687623874707701,0.889964893625043,"dog",0.967292784083698
"667","UniRef90_P62593..Beta.lactamase.TEM","species","dog",0.315609509109062,0.290908841286812,2874,350,0.278167228806292,0.999999999999965,"cat",0.967292784083698
"668","UniRef90_P62593..Beta.lactamase.TEM","species","human",-1.11645271118376,1.81975573986351,2874,350,0.547565845093851,0.999999999999965,"cat",0.967292784083698
"669","UniRef90_P62593..Beta.lactamase.TEM","species","human",-1.43206221970395,1.80819867662819,2874,350,0.439408926337472,0.889964893625043,"dog",0.967292784083698
"670","UniRef90_P69229..Transcriptional.regulatory.protein.BaeR","species","dog",0.272174901925989,0.288416529804946,2874,544,0.345548140133736,0.999999999999965,"cat",0.967292784083698
"671","UniRef90_P69229..Transcriptional.regulatory.protein.BaeR","species","human",-1.18696490929607,1.64644256334772,2874,544,0.480416546097998,0.999999999999965,"cat",0.967292784083698
"672","UniRef90_P69229..Transcriptional.regulatory.protein.BaeR","species","human",-1.45913980090173,1.63389676441037,2874,544,0.384202843137537,0.889964893625043,"dog",0.967292784083698
"673","UniRef90_P76373..UDP.glucose.6.dehydrogenase","species","human",-0.703564777000967,1.3206588090309,2874,418,0.600974924766037,0.999999999999965,"cat",0.967292784083698
"674","UniRef90_P76373..UDP.glucose.6.dehydrogenase","species","human",-1.04408505641933,1.30940174906408,2874,418,0.43633907263789,0.889964893625043,"dog",0.967292784083698
"675","UniRef90_P78218..Dihydrofolate.reductase.type.15","species","human",-0.200501192268693,0.741832041377039,2874,24,0.789877230098431,0.999999999999965,"cat",0.967292784083698
"676","UniRef90_P78218..Dihydrofolate.reductase.type.15","species","human",-0.20526991058664,0.741034282569258,2874,24,0.784797904596324,0.889964893625043,"dog",0.967292784083698
"677","UniRef90_P94902..Chloramphenicol.acetyltransferase","species","human",-0.315962344890333,1.33166988668247,2874,18,0.815098296352182,0.999999999999965,"cat",0.967292784083698
"678","UniRef90_P94902..Chloramphenicol.acetyltransferase","species","human",-0.317804084544925,1.33131199764749,2874,18,0.813995639357886,0.889964893625043,"dog",0.967292784083698
"679","UniRef90_P94958..Beta.lactamase","species","dog",0.0300114344304742,0.0376758561153677,2874,15,0.42754816723203,0.999999999999965,"cat",0.967292784083698
"680","UniRef90_P94958..Beta.lactamase","species","human",-0.0225131185507161,0.0955022847407497,2874,15,0.816932165079565,0.999999999999965,"cat",0.967292784083698
"681","UniRef90_P94958..Beta.lactamase","species","human",-0.0525245524811274,0.0914246326590864,2874,15,0.575574246956424,0.889964893625043,"dog",0.967292784083698
"682","UniRef90_Q00014..rRNA.adenine.N.6.methyltransferase","species","human",-1.58917239223808,1.45990510725401,2874,284,0.291535497757819,0.889964893625043,"dog",0.967292784083698
"683","UniRef90_Q03170..Beta.lactamase.PSE.1","species","dog",0.023822775481665,0.0552185366548823,2874,24,0.666342844218384,0.999999999999965,"cat",0.967292784083698
"684","UniRef90_Q03170..Beta.lactamase.PSE.1","species","human",-0.0706117716305179,0.241629061527348,2874,24,0.773541663051093,0.999999999999965,"cat",0.967292784083698
"685","UniRef90_Q03170..Beta.lactamase.PSE.1","species","human",-0.0944345471200395,0.238476610681869,2874,24,0.69710749907739,0.889964893625043,"dog",0.967292784083698
"686","UniRef90_Q08425..Tetracycline.resistance.protein.TetQ","species","human",5.28894838776417,4.37811068356448,2874,2010,0.242307756524862,0.889964893625043,"dog",0.967292784083698
"687","UniRef90_Q17U38..ABC.F.type.ribosomal.protection.protein.Msr.E.","species","dog",0.00824288421506,0.0143581985460265,2874,6,0.567243585657297,0.999999999999965,"cat",0.967292784083698
"688","UniRef90_Q17U38..ABC.F.type.ribosomal.protection.protein.Msr.E.","species","human",-0.00574921786705857,0.035485207629876,2874,6,0.873551015214129,0.999999999999965,"cat",0.967292784083698
"689","UniRef90_Q17U38..ABC.F.type.ribosomal.protection.protein.Msr.E.","species","human",-0.0139921020721108,0.0338781057551339,2874,6,0.686551985034743,0.889964893625043,"dog",0.967292784083698
"690","UniRef90_Q1MRZ1..Ribosomal.protection.tetracycline.resistance.protein","species","dog",-0.00815528848926603,0.054228797335272,2874,86,0.881217706371656,0.999999999999965,"cat",0.967292784083698
"691","UniRef90_Q2G0B1..HTH.type.transcriptional.regulator.MgrA","species","dog",0.0089374924948557,0.0163514771330087,2874,5,0.585683430807359,0.999999999999965,"cat",0.967292784083698
"692","UniRef90_Q2G0B1..HTH.type.transcriptional.regulator.MgrA","species","human",-0.0115939409695816,0.0507918853121554,2874,5,0.823788218156976,0.999999999999965,"cat",0.967292784083698
"693","UniRef90_Q2G0B1..HTH.type.transcriptional.regulator.MgrA","species","human",-0.0205314334642984,0.0494216136274801,2874,5,0.68683141057465,0.889964893625043,"dog",0.967292784083698
"694","UniRef90_Q2PT27..Pentapeptide.repeat.protein.QnrB4","species","dog",0.0149920133665552,0.0243778875667811,2874,9,0.540128698171121,0.999999999999965,"cat",0.967292784083698
"695","UniRef90_Q2PT27..Pentapeptide.repeat.protein.QnrB4","species","human",-0.00893557435949125,0.0571272053691326,2874,9,0.877860486356336,0.999999999999965,"cat",0.967292784083698
"696","UniRef90_Q2PT27..Pentapeptide.repeat.protein.QnrB4","species","human",-0.0239275877415831,0.0541954852015557,2874,9,0.666376286165935,0.889964893625043,"dog",0.967292784083698
"697","UniRef90_Q45778..NimC.protein","species","dog",0.0138755512854092,0.0224860075231079,2874,12,0.53819056395473,0.999999999999965,"cat",0.967292784083698
"698","UniRef90_Q45778..NimC.protein","species","human",0.0182317809919901,0.0362129677565761,2874,12,0.617967848713843,0.999999999999965,"cat",0.967292784083698
"699","UniRef90_Q45801..NimA.protein","species","dog",0.0658086404373941,0.0693212096410835,2874,39,0.344621075139459,0.999999999999965,"cat",0.967292784083698
"700","UniRef90_Q45801..NimA.protein","species","human",-0.0221660772457986,0.123408403684419,2874,39,0.859069230365506,0.999999999999965,"cat",0.967292784083698
"701","UniRef90_Q45801..NimA.protein","species","human",-0.0879747176958026,0.110941025525057,2874,39,0.438921737737215,0.889964893625043,"dog",0.967292784083698
"702","UniRef90_Q46194..23S.rRNA.methlyase","species","human",0.636793950836052,2.40814932511494,2874,675,0.794476719370032,0.999999999999965,"cat",0.967292784083698
"703","UniRef90_Q46194..23S.rRNA.methlyase","species","human",-2.99532093221683,2.40105691992809,2874,675,0.22851690056977,0.889964893625043,"dog",0.967292784083698
"704","UniRef90_Q46306..Tetracycline.resistance.protein.TetP","species","human",1.0087196335394,3.33176119092173,2874,1613,0.765420705602171,0.999999999999965,"cat",0.967292784083698
"705","UniRef90_Q47696..Macrolide.phosphotransferase.K","species","dog",0.0346292455490834,0.0774251653757045,2874,67,0.654781684029178,0.999999999999965,"cat",0.967292784083698
"706","UniRef90_Q47696..Macrolide.phosphotransferase.K","species","human",-0.175832075448432,0.467559212627689,2874,67,0.712646018456452,0.999999999999965,"cat",0.967292784083698
"707","UniRef90_Q47696..Macrolide.phosphotransferase.K","species","human",-0.21046132272129,0.464374378630625,2874,67,0.657684514139111,0.889964893625043,"dog",0.967292784083698
"708","UniRef90_Q47749..D.alanyl.D.alanine.dipeptidase","species","dog",0.00939322707926841,0.0217358976435729,2874,6,0.666091504737007,0.999999999999965,"cat",0.967292784083698
"709","UniRef90_Q47749..D.alanyl.D.alanine.dipeptidase","species","human",-0.0138947128387779,0.0711053605002153,2874,6,0.84753876995183,0.999999999999965,"cat",0.967292784083698
"710","UniRef90_Q47749..D.alanyl.D.alanine.dipeptidase","species","human",-0.0232879395818011,0.0693923820556305,2874,6,0.741889235966653,0.889964893625043,"dog",0.967292784083698
"711","UniRef90_Q47764..Aac.6.apos...Ii.protein","species","dog",0.0435316424447846,0.117410471189722,2874,110,0.710916285908614,0.999999999999965,"cat",0.967292784083698
"712","UniRef90_Q47764..Aac.6.apos...Ii.protein","species","human",-0.342051987959545,0.816918990374988,2874,110,0.69265115763205,0.999999999999965,"cat",0.967292784083698
"713","UniRef90_Q47764..Aac.6.apos...Ii.protein","species","human",-0.385583629809509,0.812717188302811,2874,110,0.655369284346923,0.889964893625043,"dog",0.967292784083698
"714","UniRef90_Q47810..Tetracycline.resistance.protein.TetM.from.transposon.TnFO1","species","human",1.13927039297716,1.88494924292474,2874,1175,0.553830663638386,0.999999999999965,"cat",0.967292784083698
"715","UniRef90_Q48712..Tetracycline.resistance.protein.TetS","species","dog",0.0109750271441236,0.0531117748166876,2874,24,0.836335085450265,0.999999999999965,"cat",0.967292784083698
"716","UniRef90_Q48712..Tetracycline.resistance.protein.TetS","species","human",-0.139905485781629,0.456328508376695,2874,24,0.780361650140918,0.999999999999965,"cat",0.967292784083698
"717","UniRef90_Q48712..Tetracycline.resistance.protein.TetS","species","human",-0.150880513640566,0.454780257705386,2874,24,0.763426163037012,0.889964893625043,"dog",0.967292784083698
"718","UniRef90_Q4LAM4..NimE.nitroimidazole.reductase..Fragment.","species","dog",0.00522742856044995,0.0124953800541962,2874,8,0.677141889168542,0.999999999999965,"cat",0.967292784083698
"719","UniRef90_Q4PZA5..Sensor.histidine.kinase","species","dog",0.00945220678931375,0.0203616351680818,2874,8,0.642998833607268,0.999999999999965,"cat",0.967292784083698
"720","UniRef90_Q4PZA5..Sensor.histidine.kinase","species","human",-0.0137337110321744,0.0661364730472139,2874,8,0.838105393315054,0.999999999999965,"cat",0.967292784083698
"721","UniRef90_Q4PZA5..Sensor.histidine.kinase","species","human",-0.0231859178008572,0.0645182983955175,2874,8,0.724368859408796,0.889964893625043,"dog",0.967292784083698
"722","UniRef90_Q4U1X5..Chloramphenicol.transporter","species","dog",0.0282741440058026,0.0655257052085649,2874,41,0.666217105783972,0.999999999999965,"cat",0.967292784083698
"723","UniRef90_Q4U1X5..Chloramphenicol.transporter","species","human",-0.138868487005652,0.35943119303537,2874,41,0.704651031000345,0.999999999999965,"cat",0.967292784083698
"724","UniRef90_Q4U1X5..Chloramphenicol.transporter","species","human",-0.167142630931704,0.356464783107667,2874,41,0.64607943021003,0.889964893625043,"dog",0.967292784083698
"725","UniRef90_Q4VDP2..AacA4","species","dog",0.00841701505832432,0.0101833857120292,2874,5,0.408564326324864,0.999999999999965,"cat",0.967292784083698
"726","UniRef90_Q4VDP2..AacA4","species","human",-0.00841701506204492,0.0123796679382587,2874,5,0.496618566369458,0.889964893625043,"dog",0.967292784083698
"727","UniRef90_Q51348..Streptomycin.3.apos..apos..adenylyltransferase","species","dog",0.0569771800569628,0.137449637385135,2874,157,0.678532368078078,0.999999999999965,"cat",0.967292784083698
"728","UniRef90_Q51348..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.581372859741184,1.06150946299295,2874,157,0.59100162980685,0.999999999999965,"cat",0.967292784083698
"729","UniRef90_Q51348..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.63835003956975,1.05706602688802,2874,157,0.553985552503856,0.889964893625043,"dog",0.967292784083698
"730","UniRef90_Q56415..Glutathione.transferase.FosA","species","dog",0.0285411588869564,0.0367861677538632,2874,16,0.439860484773738,0.999999999999965,"cat",0.967292784083698
"731","UniRef90_Q56415..Glutathione.transferase.FosA","species","human",-0.0337193416084177,0.0925410602526217,2874,16,0.722735411515115,0.889964893625043,"dog",0.967292784083698
"732","UniRef90_Q57509..Beta.lactamase","species","dog",-0.0224303890616013,0.0938616448454535,2874,148,0.811931750350455,0.999999999999965,"cat",0.967292784083698
"733","UniRef90_Q5XBB2..Macrolide.efflux.protein.A","species","human",-0.802000830932853,0.925201332083426,2874,589,0.398336371702302,0.999999999999965,"cat",0.967292784083698
"734","UniRef90_Q69HW3..Membrane.fusion.protein.OqxA","species","dog",0.112830906494987,0.0948416211869648,2874,53,0.23543277852644,0.999999999999965,"cat",0.967292784083698
"735","UniRef90_Q69HW3..Membrane.fusion.protein.OqxA","species","human",-0.056235025864475,0.341095865593265,2874,53,0.871503739143838,0.999999999999965,"cat",0.967292784083698
"736","UniRef90_Q69HW3..Membrane.fusion.protein.OqxA","species","human",-0.169065932344741,0.334392703785567,2874,53,0.621866807261684,0.889964893625043,"dog",0.967292784083698
"737","UniRef90_Q6EZ46..Beta.lactamase","species","dog",0.00220522983756842,0.0065899220180157,2874,5,0.738227967422502,0.999999999999965,"cat",0.967292784083698
"738","UniRef90_Q6EZ46..Beta.lactamase","species","human",-0.00315219609404804,0.0212663247814035,2874,5,0.883851868032304,0.999999999999965,"cat",0.967292784083698
"739","UniRef90_Q6EZ46..Beta.lactamase","species","human",-0.00535742592839545,0.0207385964295086,2874,5,0.799392311876827,0.889964893625043,"dog",0.967292784083698
"740","UniRef90_Q6WRY8..Response.regulator","species","dog",-0.0132973232626208,0.0247280240927323,2874,16,0.590827856047569,0.999999999999965,"cat",0.967292784083698
"741","UniRef90_Q6WRY8..Response.regulator","species","human",0.0251684728175067,0.169898126479664,2874,16,0.883831772434199,0.921345854456024,"dog",0.967292784083698
"742","UniRef90_Q6XL56..Class.D.beta.lactamase","species","human",-1.34956180979826,3.00743983658545,2874,585,0.659054935871213,0.999999999999965,"cat",0.967292784083698
"743","UniRef90_Q6XL56..Class.D.beta.lactamase","species","human",-2.78740720364379,3.00060087969655,2874,585,0.365498171317725,0.889964893625043,"dog",0.967292784083698
"744","UniRef90_Q76G15..16S.rRNA..guanine.1405..N.7...methyltransferase","species","dog",0.00337998470632506,0.0108305496964925,2874,6,0.755215005751617,0.999999999999965,"cat",0.967292784083698
"745","UniRef90_Q76G15..16S.rRNA..guanine.1405..N.7...methyltransferase","species","human",-0.00605579503901365,0.0382852819536431,2874,6,0.876089331796169,0.999999999999965,"cat",0.967292784083698
"746","UniRef90_Q76G15..16S.rRNA..guanine.1405..N.7...methyltransferase","species","human",-0.00943577974768728,0.0375047167170116,2874,6,0.804417831813442,0.889964893625043,"dog",0.967292784083698
"747","UniRef90_Q79DQ2..Dihydrofolate.reductase","species","dog",0.0360644647267493,0.0595993854630531,2874,38,0.54549548181863,0.999999999999965,"cat",0.967292784083698
"748","UniRef90_Q79DQ2..Dihydrofolate.reductase","species","human",-0.0817715376274058,0.232408637265876,2874,38,0.72929068283881,0.999999999999965,"cat",0.967292784083698
"749","UniRef90_Q79DQ2..Dihydrofolate.reductase","species","human",-0.117836002209674,0.22855805121586,2874,38,0.613188958057918,0.889964893625043,"dog",0.967292784083698
"750","UniRef90_Q79DR3..Beta.lactamase","species","dog",0.225407660814998,0.263138233123788,2874,332,0.391812705438659,0.999999999999965,"cat",0.967292784083698
"751","UniRef90_Q79DR3..Beta.lactamase","species","human",-1.0755473652906,1.67029558744429,2874,332,0.527931096442278,0.999999999999965,"cat",0.967292784083698
"752","UniRef90_Q79DR3..Beta.lactamase","species","human",-1.3009550258005,1.65999142770022,2874,332,0.443867260755324,0.889964893625043,"dog",0.967292784083698
"753","UniRef90_Q7AFA1..Multidrug.resistance.protein.MdtH","species","dog",0.259009781529832,0.300716930903764,2874,573,0.389293011455964,0.999999999999965,"cat",0.967292784083698
"754","UniRef90_Q7AFA1..Multidrug.resistance.protein.MdtH","species","human",-1.15484252308639,1.6325431526093,2874,573,0.488557864087639,0.999999999999965,"cat",0.967292784083698
"755","UniRef90_Q7AFA1..Multidrug.resistance.protein.MdtH","species","human",-1.41385230448066,1.61878708357336,2874,573,0.394517570033596,0.889964893625043,"dog",0.967292784083698
"756","UniRef90_Q7ATJ6..3.apos..kinase","species","human",0.369848259178214,2.06310427561493,2874,604,0.859584296796923,0.999999999999965,"cat",0.967292784083698
"757","UniRef90_Q7ATJ6..3.apos..kinase","species","human",-1.25719087233657,2.05348169666492,2874,604,0.547612288327151,0.889964893625043,"dog",0.967292784083698
"758","UniRef90_Q7BPP7..DHFRXVII","species","dog",0.0396805942976124,0.10313145524507,2874,76,0.700466374015679,0.999999999999965,"cat",0.967292784083698
"759","UniRef90_Q7BPP7..DHFRXVII","species","human",-0.270334211829118,0.772923829787562,2874,76,0.731694797409636,0.999999999999965,"cat",0.967292784083698
"760","UniRef90_Q7BPP7..DHFRXVII","species","human",-0.310014805563399,0.769491017113091,2874,76,0.69317939775024,0.889964893625043,"dog",0.967292784083698
"761","UniRef90_Q7BVU7..Beta.lactamase","species","dog",0.0113883849167412,0.0384819724973758,2874,20,0.767366588110142,0.999999999999965,"cat",0.967292784083698
"762","UniRef90_Q7BVU7..Beta.lactamase","species","human",-0.0399792416986895,0.181424358976475,2874,20,0.827894411579705,0.999999999999965,"cat",0.967292784083698
"763","UniRef90_Q7BVU7..Beta.lactamase","species","human",-0.0513676266047232,0.17939191704094,2874,20,0.777774354441091,0.889964893625043,"dog",0.967292784083698
"764","UniRef90_Q83KI5..Putative.multidrug.resistance.protein.MdtA","species","human",-0.332513713820109,0.785789055694824,2874,286,0.677512149535236,0.999999999999965,"cat",0.967292784083698
"765","UniRef90_Q83KI5..Putative.multidrug.resistance.protein.MdtA","species","human",-0.674502802505869,0.776060107107075,2874,286,0.397459157962464,0.889964893625043,"dog",0.967292784083698
"766","UniRef90_Q83ZU8..ADP.ribosylating.transferase","species","dog",0.0140479349937751,0.0239135056144492,2874,12,0.557616244181897,0.999999999999965,"cat",0.967292784083698
"767","UniRef90_Q83ZU8..ADP.ribosylating.transferase","species","human",-0.0191301044041923,0.0757080384688729,2874,12,0.803729912874801,0.999999999999965,"cat",0.967292784083698
"768","UniRef90_Q83ZU8..ADP.ribosylating.transferase","species","human",-0.0331780393986132,0.073749095241461,2874,12,0.659335876007039,0.889964893625043,"dog",0.967292784083698
"769","UniRef90_Q84EW5..Streptogramin.A.resistance.protein","species","human",-0.321424951375305,1.37712227636423,2874,22,0.817961855804401,0.999999999999965,"cat",0.967292784083698
"770","UniRef90_Q84EW5..Streptogramin.A.resistance.protein","species","human",-0.322834822981479,1.37684320466704,2874,22,0.817144266055575,0.889964893625043,"dog",0.967292784083698
"771","UniRef90_Q84FH1..Tetracycline.resistance.protein","species","human",-1.35640281322289,1.23504710561316,2874,268,0.289789000139609,0.999999999999965,"cat",0.967292784083698
"772","UniRef90_Q84FH1..Tetracycline.resistance.protein","species","human",-0.891697213359566,1.22438065302789,2874,268,0.478253581156682,0.889964893625043,"dog",0.967292784083698
"773","UniRef90_Q8FCI7..HTH.type.transcriptional.regulator.GadW","species","dog",0.11348869247698,0.242779146651296,2874,334,0.640405642616201,0.999999999999965,"cat",0.967292784083698
"774","UniRef90_Q8FCI7..HTH.type.transcriptional.regulator.GadW","species","human",-0.539585742681419,1.02881862373985,2874,334,0.606867968944731,0.999999999999965,"cat",0.967292784083698
"775","UniRef90_Q8FCI7..HTH.type.transcriptional.regulator.GadW","species","human",-0.653074437693461,1.01447900945405,2874,334,0.528926685550659,0.889964893625043,"dog",0.967292784083698
"776","UniRef90_Q8G3I2..Isoleucine..tRNA.ligase","species","human",2.26276470041108,2.8206846764091,2874,320,0.432208526441124,0.889964893625043,"dog",0.967292784083698
"777","UniRef90_Q8GF07..Response.regulator","species","dog",-0.0140385367017033,0.0163836581084248,2874,15,0.391592581151619,0.999999999999965,"cat",0.967292784083698
"778","UniRef90_Q8GJ22..Dihydropteroate.synthase","species","dog",0.0371645088565795,0.0749464846236507,2874,51,0.62009770193855,0.999999999999965,"cat",0.967292784083698
"779","UniRef90_Q8GJ22..Dihydropteroate.synthase","species","human",-0.220546603234865,0.448511159165193,2874,51,0.631762153204829,0.999999999999965,"cat",0.967292784083698
"780","UniRef90_Q8GJ22..Dihydropteroate.synthase","species","human",-0.25771104260757,0.44539985893599,2874,51,0.573796403429982,0.889964893625043,"dog",0.967292784083698
"781","UniRef90_Q8RTE3..CmeC","species","dog",0.0100128096824216,0.0128905429003459,2874,9,0.441831519467663,0.999999999999965,"cat",0.967292784083698
"782","UniRef90_Q8RTE3..CmeC","species","human",-0.012581490695646,0.0215713080698568,2874,9,0.579948045993255,0.889964893625043,"dog",0.967292784083698
"783","UniRef90_Q8RTE5..CmeA","species","dog",0.00801160812521716,0.0245489918984546,2874,12,0.745053713895609,0.999999999999965,"cat",0.967292784083698
"784","UniRef90_Q8RTE5..CmeA","species","human",-0.0163271202656413,0.0553017850204591,2874,12,0.772454210113628,0.999999999999965,"cat",0.967292784083698
"785","UniRef90_Q8RTE5..CmeA","species","human",-0.0243387283924711,0.0521844891306369,2874,12,0.64993738097868,0.889964893625043,"dog",0.967292784083698
"786","UniRef90_Q8X7J4..Multidrug.resistance.protein.MdtB","species","human",-1.21747916877248,1.74745455204836,2874,720,0.494758085719696,0.999999999999965,"cat",0.967292784083698
"787","UniRef90_Q8X7J4..Multidrug.resistance.protein.MdtB","species","human",-1.66609565426261,1.73605495227516,2874,720,0.350039139590988,0.889964893625043,"dog",0.967292784083698
