feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
Ruminococcus_bicirculans_SGB_4262,housing,Household,-0.002964596,0.004394128,2272,2,0.519961082,0.768548054
Enterococcus_casseliflavus_SGB_7952,housing,Household,0.168333747,0.262536791,2272,42,0.521577647,0.769404799
Blautia_caecimuris_SGB_4862,housing,Household,0.686093335,1.064250312,2272,1788,0.521129713,0.769404799
Buchananella_hordeovulneris_SGB_15930,housing,Household,0.08177658,0.126877899,2272,58,0.525494689,0.774413227
Eggerthellaceae_SGB_14341,housing,Stray,-0.009318385,0.014647468,2272,3,0.526148617,0.774607686
Campylobacter_helveticus_SGB_19438,housing,Household,-0.083519039,0.131489804,2272,26,0.528655988,0.777527736
Corynebacterium_mustelae_SGB_17028,housing,Stray,-0.342175635,0.544577706,2272,103,0.52993982,0.777874078
Succinivibrionaceae_SGB_74131,housing,Stray,-0.449796293,0.715260443,2272,190,0.52955373,0.777874078
Cetobacterium_SGB27377_SGB_27377,housing,Stray,-0.273285149,0.438241361,2272,58,0.533045042,0.780965625
Lachnospiraceae_SGB_5071,housing,Stray,-0.00421412,0.006699878,2272,1,0.533890014,0.780965625
Clostridiaceae_unclassified_SGB66046_SGB_66046,housing,Household,-0.269569948,0.433361022,2272,326,0.534151017,0.780965625
Fusobacterium_perfoetens_SGB_47248,housing,Household,0.367646415,0.589821873,2272,467,0.533290341,0.780965625
Megasphaera_stantonii_SGB_5854,housing,Household,-0.036392052,0.05843765,2272,6,0.534920236,0.781320503
Leucobacter_sp_OH1287_SGB_33648,housing,Stray,-0.472893528,0.767139943,2272,225,0.537740446,0.784667475
Sutterellaceae_SGB_107062,housing,Stray,-0.545721646,0.892917861,2272,304,0.541218971,0.788967537
Peptacetobacter_hiranonis_SGB_6131,housing,Stray,0.900368366,1.479625641,2272,1799,0.54296644,0.789962938
Bacteroidota_SGB_65684,housing,Household,-0.365561817,0.600117996,2272,272,0.542738321,0.789962938
Eubacterium_callanderi_SGB_4080,housing,Household,-0.085531836,0.13890147,2272,30,0.544358274,0.791212222
Fusobacteriaceae_SGB_70926,housing,Stray,-0.536371596,0.89244145,2272,446,0.547901052,0.79558235
Blautia_obeum_SGB_4811,housing,Stray,-0.024157745,0.040134497,2272,5,0.550159498,0.796528635
Blautia_glucerasea_SGB_4813,housing,Stray,-0.004069084,0.006761109,2272,1,0.550162972,0.796528635
Erysipelotrichaceae_SGB_66627,housing,Stray,0.848622433,1.418894578,2272,475,0.549875655,0.796528635
Firmicutes_SGB_6540,housing,Stray,-0.004046283,0.006702706,2272,1,0.551771126,0.798078314
Firmicutes_SGB_5060,housing,Stray,-0.500432729,0.842861534,2272,563,0.552778314,0.798217769
Clostridiaceae_bacterium_SGB_6152,housing,Stray,-0.243112846,0.410167646,2272,100,0.553481189,0.798217769
Clostridiales_bacterium_SGB_15158,housing,Stray,0.284692581,0.479708643,2272,80,0.552965382,0.798217769
Streptococcus_mitis_SGB_8168,housing,Household,0.002580056,0.004272283,2272,1,0.555514907,0.799991489
Faecalibacterium_prausnitzii_SGB_15332,housing,Stray,-0.003820613,0.006306474,2272,1,0.555789235,0.799991489
Terrisporobacter_mayombei_SGB_65115,housing,Household,0.176485202,0.294782702,2272,172,0.556480358,0.800210127
Megasphaera_sp_AM44_1BH_SGB_5853,housing,Stray,0.017646121,0.030114206,2272,2,0.561441171,0.806562147
Mediterraneibacter_glycyrrhizinilyticus_SGB_4606,housing,Stray,0.774025947,1.338138543,2272,1593,0.563089897,0.807367543
Slackia_SGB14781_SGB_14781,housing,Stray,-0.786085615,1.358819029,2272,864,0.56300713,0.807367543
Allobaculum_sp_539_SGB_42252,housing,Stray,-0.378748868,0.655706878,2272,113,0.563639005,0.807374791
Anaerostipes_caccae_SGB_4529,housing,Stray,0.428129813,0.757525625,2272,169,0.572207227,0.818857786
Firmicutes_SGB_6823,housing,Stray,-0.014266451,0.025219746,2272,2,0.576689817,0.824078508
Succinivibrionaceae_SGB_66357,housing,Stray,-0.660539696,1.183756496,2272,458,0.576966017,0.824078508
Lactiplantibacillus_plantarum_SGB_7202,housing,Stray,-0.11516224,0.207460428,2272,21,0.578969826,0.825351798
Blautia_glucerasea_SGB_4809,housing,Household,0.002762741,0.004958654,2272,1,0.578674638,0.825351798
Firmicutes_SGB_6286,housing,Stray,0.007214462,0.012913931,2272,2,0.581107377,0.82760398
Erysipelotrichaceae_SGB_96695,housing,Household,-0.145109281,0.263240091,2272,50,0.581957756,0.828020431
Ruminococcus_callidus_SGB_4422,housing,Household,0.019257011,0.033890942,2272,3,0.583245081,0.829057185
Prevotellaceae_SGB_1668,housing,Household,-0.002634357,0.004707664,2272,1,0.584689437,0.830314951
Romboutsia_ilealis_SGB_24891,housing,Stray,-0.149126238,0.274967324,2272,51,0.587669787,0.830345678
Clostridium_sp_AM33_3_SGB_4711,housing,Household,-0.020931449,0.037995629,2272,20,0.58834266,0.830345678
Lachnospiraceae_SGB_4817,housing,Stray,-0.003665063,0.006705587,2272,1,0.587891537,0.830345678
Roseburia_inulinivorans_SGB_4940,housing,Stray,-0.058302265,0.107004472,2272,7,0.586827253,0.830345678
Agathobaculum_butyriciproducens_SGB_14993,housing,Household,0.002527051,0.004584061,2272,3,0.585389663,0.830345678
Veillonella_parvula_SGB_6939,housing,Stray,0.037272076,0.068335664,2272,5,0.588586106,0.830345678
Bacteroidota_SGB_2066,housing,Stray,-0.357768174,0.661385949,2272,235,0.588627798,0.830345678
Paraprevotella_xylaniphila_SGB_1797,housing,Household,-0.215956619,0.398827392,2272,143,0.591141308,0.832244647
Leptogranulimonas_caecicola_SGB_33579,housing,Stray,-0.643444914,1.198138185,2272,543,0.591304885,0.832244647
Lachnospiraceae_SGB_106089,housing,Household,0.061065148,0.113258342,2272,23,0.591656404,0.832244647
Firmicutes_SGB_6367,housing,Household,-0.052019539,0.097680934,2272,14,0.594865492,0.834513233
Prevotellaceae_SGB_1481,housing,Stray,1.06789368,2.010998199,2272,1482,0.59551854,0.834513233
Erysipelatoclostridium_SGB66626_SGB_66626,housing,Stray,-0.642018737,1.2083348,2272,779,0.595257727,0.834513233
Clostridiaceae_SGB_106059,housing,Stray,-0.241895724,0.454508213,2272,67,0.594708466,0.834513233
Lachnospiraceae_SGB_106089,housing,Stray,-0.104996175,0.198277948,2272,23,0.59651884,0.835126377
Actinobacteria_SGB_14327,housing,Stray,-0.211825808,0.401444761,2272,104,0.597834034,0.8361788
Gemmiger_SGB15295_SGB_15295,housing,Household,0.134146408,0.25496776,2272,40,0.599304513,0.837446231
Fusobacteriaceae_SGB_6032,housing,Stray,-0.121545124,0.231798413,2272,26,0.600275002,0.838013267
Ligilactobacillus_salivarius_SGB_7082,housing,Household,-0.228354363,0.435533025,2272,93,0.600976565,0.838204156
Lachnospiraceae_bacterium_AM48_27BH_SGB_4706,housing,Stray,-0.003535825,0.006733031,2272,1,0.602438998,0.839454904
Prevotellaceae_SGB_1586,housing,Stray,-0.24337522,0.468882086,2272,83,0.603820924,0.840591231
Simiaoa_sunii_SGB_4910,housing,Household,-0.09761594,0.18948806,2272,38,0.606705466,0.843815288
Dielma_fastidiosa_SGB_4031,housing,Household,0.002559241,0.004965797,2272,1,0.607463846,0.844078978
Sutterellaceae_SGB_66515,housing,Household,-0.420870606,0.819769317,2272,604,0.608212931,0.844329271
Intestinimonas_sp_MSJ_38_SGB_14974,housing,Household,-0.029881114,0.058432582,2272,10,0.609533834,0.845372158
Prevotella_copri_SGB_1636,housing,Stray,-0.03109013,0.060777322,2272,2,0.612171718,0.847446669
Streptococcus_thermophilus_SGB_8002,housing,Stray,-0.296214383,0.583825641,2272,101,0.612002485,0.847446669
Firmicutes_bacterium_SGB_4791,housing,Stray,0.876274161,1.7434199,2272,1700,0.615318506,0.850619277
Eisenbergiella_massiliensis_SGB_4987,housing,Stray,0.00343922,0.006718179,2272,1,0.615609908,0.850619277
Pseudoflavonifractor_capillosus_SGB_15140,housing,Household,0.04133557,0.082441481,2272,34,0.616184657,0.850621425
Collinsella_stercoris_SGB_14740,housing,Stray,0.504215894,1.011071289,2272,194,0.618074814,0.851630807
Clostridium_sp_AF20_17LB_SGB_4714,housing,Stray,-0.020671305,0.041351896,2272,3,0.618355625,0.851630807
Eubacteriaceae_SGB_47850,housing,Stray,-0.263705432,0.529652275,2272,149,0.618637473,0.851630807
Coriobacteriaceae_SGB_72489,housing,Stray,-0.012881625,0.025735674,2272,3,0.619418069,0.851915121
Firmicutes_SGB_105989,housing,Household,-0.385794306,0.780251364,2272,653,0.621678597,0.854232443
Oscillospiraceae_SGB_15121,housing,Household,-0.002361204,0.004803262,2272,1,0.625152332,0.85624697
Parabacteroides_goldsteinii_SGB_1941,housing,Stray,-0.003310943,0.006756968,2272,1,0.627183596,0.85624697
Clostridium_SGB6177_SGB_6177,housing,Household,-0.362684911,0.744756194,2272,554,0.626813175,0.85624697
Faecalibacterium_prausnitzii_SGB_15333,housing,Stray,-0.031724156,0.065039177,2272,3,0.626572088,0.85624697
Fournierella_massiliensis_SGB_15280,housing,Stray,0.735795255,1.509569212,2272,1334,0.626067951,0.85624697
Oscillospiraceae_SGB_15285,housing,Stray,-0.00333954,0.00679202,2272,1,0.624978326,0.85624697
Bacteroidaceae_SGB_69986,housing,Household,-0.210715276,0.433656765,2272,173,0.627139218,0.85624697
Erysipelotrichaceae_SGB_65949,housing,Household,-0.174363155,0.360508197,2272,61,0.628795705,0.856871282
Firmicutes_SGB_105985,housing,Household,0.232388937,0.476034914,2272,223,0.628530661,0.856871282
Terrisporobacter_mayombei_SGB_6142,housing,Household,0.201125727,0.414938164,2272,280,0.630054364,0.857066852
Clostridium_SGB65129_SGB_65129,housing,Stray,-0.264331247,0.548554145,2272,110,0.630094296,0.857066852
Firmicutes_SGB_106198,housing,Household,0.011907025,0.025134481,2272,10,0.635772167,0.860115802
Firmicutes_SGB_3964,housing,Household,-0.000837144,0.00176314,2272,2,0.635138177,0.860115802
Blautia_stercoris_SGB_4788,housing,Stray,-0.009043253,0.018650767,2272,2,0.635813366,0.860115802
Coprococcus_sp_OM04_5BH_SGB_5115,housing,Stray,-0.011269189,0.02367444,2272,2,0.634743379,0.860115802
Oscillospiraceae_SGB_15309,housing,Stray,-0.006075688,0.012526028,2272,2,0.635702169,0.860115802
Bifidobacterium_canis_SGB_53847,housing,Stray,-0.591333793,1.239253954,2272,687,0.633292366,0.860115802
Succinivibrionaceae_SGB_3673,housing,Stray,-0.123685838,0.264415036,2272,50,0.640052496,0.865061843
Tannerellaceae_SGB_104878,housing,Household,-0.119089387,0.256133847,2272,41,0.642146433,0.867102189
Eggerthellaceae_SGB_105269,housing,Stray,-0.258289415,0.562056122,2272,160,0.645900522,0.871378522
Clostridiaceae_bacterium_SGB_4269,housing,Household,-0.030706625,0.067163046,2272,12,0.649449999,0.87457695
Schaalia_canis_SGB_33774,housing,Household,-0.212508441,0.461408643,2272,325,0.649174154,0.87457695
Gordonibacter_pamelaeae_SGB_14807,housing,Stray,-0.018032792,0.039761622,2272,4,0.650290595,0.874906288
Blautia_schinkii_SGB_4825,housing,Stray,-0.019121754,0.042153283,2272,2,0.650873681,0.874906288
Prevotella_dentalis_SGB_1666,housing,Household,-0.020441591,0.045325478,2272,4,0.652534929,0.87556422
Eubacteriales_unclassified_SGB_15374,housing,Stray,-0.003037644,0.00670727,2272,1,0.653515863,0.87556422
Lachnospiraceae_SGB_5239,housing,Household,-0.050873507,0.113038387,2272,17,0.652905992,0.87556422
Arachnia_propionica_SGB_35139,housing,Stray,-0.244566006,0.546038978,2272,117,0.654313154,0.87556422
Enterococcus_canintestini_SGB_7958,housing,Stray,0.095206515,0.212447057,2272,25,0.65414375,0.87556422
Wujia_chipingensis_SGB_5111,housing,Stray,-0.051484013,0.115439987,2272,4,0.655823732,0.876794972
Firmicutes_bacterium_AM41_11_SGB_6817,housing,Household,0.002208413,0.004963776,2272,1,0.65732631,0.87801282
Streptococcus_salivarius_SGB_8007,housing,Stray,0.094222189,0.213606795,2272,22,0.659226532,0.879759149
Bacteroidota_SGB_1416,housing,Stray,-0.140591071,0.322173837,2272,34,0.662661403,0.882986385
Lachnospiraceae_SGB_4808,housing,Stray,0.01649392,0.037188376,2272,3,0.662834793,0.882986385
Bacteroides_intestinalis_SGB_1846,housing,Household,0.019652518,0.045232264,2272,5,0.666012356,0.884045024
Gemmiger_SGB15295_SGB_15295,housing,Stray,-0.16584664,0.383409191,2272,40,0.665393402,0.884045024
Bittarella_massiliensis_SGB_95006,housing,Stray,-0.124581259,0.287724967,2272,45,0.665104603,0.884045024
Succinivibrionaceae_SGB_66356,housing,Household,-0.177305787,0.410173763,2272,149,0.665640528,0.884045024
Bacteroidaceae_SGB_65714,housing,Stray,0.385927012,0.903464254,2272,491,0.669304781,0.887621355
Clostridium_sp_AM42_4_SGB_4709,housing,Stray,-0.140528269,0.330044902,2272,47,0.670336124,0.888195365
Muribaculaceae_SGB_2131,housing,Household,-0.070757211,0.166633305,2272,31,0.671259857,0.888625895
Erysipelotrichaceae_SGB_105320,housing,Household,-0.075290698,0.177846165,2272,26,0.672379888,0.889315288
Erysipelotrichaceae_SGB_65948,housing,Stray,-0.377295163,0.899628744,2272,500,0.674976314,0.891340317
Coriobacteriaceae_SGB_66221,housing,Stray,-0.400346081,0.95501844,2272,522,0.675112207,0.891340317
Lachnospiraceae_bacterium_CLA_AA_H244_SGB_4993,housing,Stray,-0.011807545,0.02815929,2272,2,0.67608679,0.891833597
Firmicutes_SGB_71360,housing,Stray,-0.19545099,0.471765105,2272,144,0.678739262,0.893572631
Lachnospiraceae_SGB_47663,housing,Stray,0.048722093,0.117657109,2272,8,0.679500234,0.893572631
Dubosiella_newyorkensis_SGB_6789,housing,Stray,-0.417549899,1.011563875,2272,637,0.679813679,0.893572631
Tenericutes_SGB_66722,housing,Stray,0.346465587,0.836214076,2272,328,0.678699342,0.893572631
Lachnospiraceae_SGB_4784,housing,Stray,-0.406403422,0.98877091,2272,353,0.681130527,0.89429616
Tenericutes_SGB_71112,housing,Household,-0.188317746,0.45883502,2272,200,0.681569378,0.89429616
Alistipes_senegalensis_SGB_2296,housing,Stray,-0.107223049,0.262091132,2272,31,0.682524739,0.89475858
Eubacteriaceae_SGB_71318,housing,Stray,-0.418719563,1.027407408,2272,830,0.683649198,0.895441668
Blautia_glucerasea_SGB_4816,housing,Stray,-0.002760659,0.00675002,2272,1,0.684380515,0.895609069
Streptococcus_parauberis_SGB_8228,housing,Household,-0.169208157,0.415604141,2272,144,0.685620222,0.895651769
Stenotrophomonas_maltophilia_SGB_12450,housing,Household,-0.038973336,0.095998783,2272,27,0.685034931,0.895651769
Bifidobacterium_criceti_SGB_17283,housing,Stray,-0.483559368,1.197268422,2272,593,0.686338792,0.895801907
Blautia_sp_OF03_15BH_SGB_4779,housing,Household,-0.001963998,0.004732818,2272,1,0.686986063,0.895858803
Clostridia_bacterium_SGB_5191,housing,Household,-0.13928772,0.343439122,2272,223,0.688805968,0.896853736
bacterium_210917_DFI_7_65_SGB_14999,housing,Stray,-0.031154077,0.077668443,2272,6,0.688957722,0.896853736
Enterocloster_hominis_SGB_4721,housing,Stray,0.583745418,1.467761472,2272,1053,0.690918629,0.897831213
Bacteroidaceae_SGB_104903,housing,Household,-0.104572425,0.262446652,2272,65,0.690390936,0.897831213
Enterococcus_cecorum_SGB_7961,housing,Household,-0.271665199,0.689930318,2272,313,0.694086803,0.899584992
Lachnospiraceae_SGB_77276,housing,Household,0.094323473,0.238128254,2272,86,0.693064532,0.899584992
Bacteroidota_SGB_48125,housing,Stray,-0.141866268,0.360604008,2272,97,0.694075773,0.899584992
Lachnospiraceae_SGB_65959,housing,Household,-0.146781762,0.374256437,2272,156,0.694988765,0.899967999
Oscillospiraceae_SGB_105706,housing,Household,-0.142785571,0.365591703,2272,144,0.696321517,0.900907699
Firmicutes_SGB_106383,housing,Household,-0.10055029,0.260011005,2272,89,0.69904385,0.902855591
Firmicutes_SGB_4450,housing,Household,0.331699067,0.852711522,2272,532,0.69891509,0.902855591
Erysipelotrichaceae_SGB_6837,housing,Household,-0.004447872,0.011508866,2272,2,0.701262798,0.904933907
Clostridiaceae_SGB_71784,housing,Stray,-0.285785617,0.750201244,2272,245,0.703283947,0.906753586
Lachnospiraceae_unclassified_SGB106020_SGB_106020,housing,Stray,-0.158347985,0.419530654,2272,36,0.705898656,0.909334727
Prevotellaceae_SGB_1614,housing,Stray,-0.002536397,0.006722377,2272,1,0.707911231,0.911136397
Fusobacterium_mortiferum_SGB_6031,housing,Stray,0.541179668,1.467055446,2272,489,0.712300543,0.91599134
Corynebacterium_canis_SGB_86814,housing,Stray,-0.265296836,0.726612931,2272,154,0.715133423,0.918838095
Amedibacterium_intestinale_SGB_4042,housing,Stray,-0.52884419,1.451937018,2272,760,0.715777951,0.918870657
Firmicutes_SGB_105987,housing,Stray,0.497278254,1.372458677,2272,673,0.717207984,0.919910673
Fusobacterium_perfoetens_SGB_47248,housing,Stray,-0.30465169,0.84533608,2272,467,0.718593272,0.920096994
Helicobacter_winghamensis_SGB_19399,housing,Household,-0.129402897,0.35704694,2272,81,0.718444031,0.920096994
Bacteroidota_SGB_104875,housing,Stray,-0.14719089,0.409854941,2272,99,0.719549397,0.920526987
Sellimonas_intestinalis_SGB_4617,housing,Stray,0.020788136,0.058022872,2272,6,0.720234618,0.920609968
Faecalibacterium_prausnitzii_SGB_15342,housing,Stray,-0.034459134,0.096223127,2272,6,0.720928625,0.920704028
Clostridium_mediterraneense_SGB_21135,housing,Stray,-0.099979757,0.282572369,2272,50,0.723534959,0.923238074
Flavonifractor_SGB105860_SGB_105860,housing,Stray,-0.256870738,0.730544361,2272,184,0.725182797,0.924545765
Bacteroides_caccae_SGB_1877,housing,Stray,0.10040228,0.294615976,2272,23,0.733351491,0.927786541
Candidatus_Borkfalkiaceae_SGB_106137,housing,Stray,-0.04450126,0.129789992,2272,40,0.731767024,0.927786541
Agathobaculum_butyriciproducens_SGB_14991,housing,Stray,-0.023861916,0.069543793,2272,2,0.73203608,0.927786541
Clostridium_sp_AF12_28_SGB_4715,housing,Stray,-0.002315368,0.006746399,2272,1,0.733122216,0.927786541
Evtepia_gabavorous_SGB_15120,housing,Stray,0.030738083,0.08800078,2272,10,0.728799593,0.927786541
Oscillospiraceae_SGB_63183,housing,Stray,-0.153646458,0.445552599,2272,77,0.730277327,0.927786541
Lachnospiraceae_SGB_106016,housing,Household,-0.246282516,0.716116898,2272,866,0.731008735,0.927786541
Mediterraneibacter_SGB71712_SGB_71712,housing,Stray,-0.516263083,1.491639089,2272,664,0.729330562,0.927786541
Mycoplasmoidaceae_SGB_106612,housing,Household,0.072738484,0.212543507,2272,46,0.732403877,0.927786541
Bacteroidota_SGB_2238,housing,Household,0.001641281,0.004810479,2272,1,0.735310512,0.928681532
Enterococcus_hirae_SGB_7970,housing,Household,0.238880101,0.70264558,2272,248,0.734774808,0.928681532
Eubacteriaceae_SGB_4333,housing,Stray,-0.022739886,0.068649137,2272,5,0.741680981,0.929361869
Prevotella_SGB1638_SGB_1638,housing,Household,0.059668752,0.172234695,2272,70,0.742111735,0.929361869
Bacteria_unclassified_SGB_105802,housing,Stray,-0.206018767,0.613769715,2272,133,0.737190586,0.929361869
Eubacteriaceae_bacterium_SGB_3958,housing,Stray,-0.005173645,0.015422053,2272,2,0.7390529,0.929361869
Lachnospira_sp_NSJ_43_SGB_5087,housing,Stray,-0.002264065,0.006721007,2272,1,0.738080613,0.929361869
Oscillospiraceae_SGB_105821,housing,Stray,-0.128271978,0.38845558,2272,65,0.741285573,0.929361869
Actinomyces_weissii_SGB_93067,housing,Stray,-0.157358193,0.472307316,2272,102,0.739074496,0.929361869
Collinsella_SGB63083_SGB_63083,housing,Stray,0.041146347,0.124186716,2272,12,0.741504916,0.929361869
Erysipelotrichaceae_SGB_105325,housing,Stray,-0.327108158,0.977503977,2272,516,0.737933015,0.929361869
Acidaminococcus_fermentans_SGB_5744,housing,Stray,0.006007245,0.017906587,2272,3,0.739716655,0.929361869
Clostridiales_bacterium_KLE1615_SGB_5090,housing,Household,-0.150195854,0.456843974,2272,190,0.74398088,0.930255589
Roseburia_sp_AM23_20_SGB_4950,housing,Stray,-0.019395078,0.059070231,2272,3,0.7440791,0.930255589
Eubacterium_maltosivorans_SGB_4078,housing,Stray,-0.126185476,0.388057691,2272,61,0.745107967,0.930757763
Blautia_argi_SGB_4797,housing,Stray,0.572783887,1.769043313,2272,654,0.746200357,0.931338376
Megasphaera_elsdenii_SGB_5862,housing,Stray,0.347928291,1.078826224,2272,325,0.747119747,0.931702272
Adlercreutzia_equolifaciens_SGB_14798,housing,Stray,-0.039667855,0.123818437,2272,15,0.748738876,0.932154776
Firmicutes_SGB_14870,housing,Stray,-0.032683572,0.101939626,2272,12,0.748557387,0.932154776
Coriobacteriaceae_bacterium_SGB_42958,housing,Household,-0.062735103,0.198223329,2272,41,0.751697491,0.93505371
Ruminococcus_callidus_SGB_4420,housing,Household,0.00156779,0.004969373,2272,1,0.753038908,0.935937805
Lachnospiraceae_unclassified_SGB4550_SGB_4550,housing,Stray,-0.556233324,1.78275891,2272,884,0.755110461,0.937727133
Firmicutes_SGB_47238,housing,Household,-0.130946646,0.421682774,2272,204,0.756237101,0.938341018
Proteobacteria_SGB_107008,housing,Stray,-0.055356137,0.180753763,2272,50,0.75945658,0.941548509
Clostridiaceae_SGB_106059,housing,Household,-0.072540964,0.236036101,2272,67,0.760355032,0.941875515
Bacteroidota_SGB_2279,housing,Household,-0.026708607,0.088486531,2272,28,0.765434565,0.942017229
Candidatus_Melainabacteria_SGB_8651,housing,Stray,0.011985572,0.03964585,2272,3,0.764124059,0.942017229
Blautia_hansenii_SGB_4798,housing,Household,0.128796584,0.42073912,2272,147,0.764863976,0.942017229
Agathobaculum_desmolans_SGB_14989,housing,Stray,-0.082042188,0.272962358,2272,38,0.763815438,0.942017229
Hydrogenoanaerobacterium_saccharovorans_SGB_15350,housing,Stray,-0.004128685,0.013382802,2272,2,0.761214111,0.942017229
Streptococcus_orisratti_SGB_29803,housing,Stray,-0.07181876,0.240790031,2272,27,0.765547694,0.942017229
Gemmiger_SGB53574_SGB_53574,housing,Household,0.000419334,0.0013581,2272,1,0.761999172,0.942017229
Sutterellaceae_SGB_66516,housing,Household,-0.123519892,0.411365747,2272,194,0.764031024,0.942017229
Eubacterium_callanderi_SGB_4080,housing,Stray,0.097058753,0.3285575,2272,30,0.767766511,0.942403227
Oscillospiraceae_SGB_15309,housing,Household,-0.000889763,0.002937516,2272,2,0.766769049,0.942403227
Bacteroidota_SGB_65684,housing,Stray,-0.257259052,0.870733844,2272,272,0.767682321,0.942403227
Lachnospiraceae_SGB_5184,housing,Stray,0.240090535,0.819082316,2272,328,0.769479593,0.943075554
Blautia_sp_Marseille_P3201T_SGB_29394,housing,Stray,-0.122037773,0.416502565,2272,51,0.76958524,0.943075554
Hydrogenoanaerobacterium_SGB53821_SGB_53821,housing,Stray,-0.39517597,1.357623711,2272,1299,0.771040151,0.944060746
Lachnospiraceae_SGB_105310,housing,Stray,-0.054364443,0.18729114,2272,49,0.771661513,0.944060746
Mediterraneibacter_SGB4586_SGB_4586,housing,Stray,-0.248658834,0.866277775,2272,129,0.77419156,0.946375845
Fusobacterium_perfoetens_SGB_47247,housing,Household,0.33960308,1.194041025,2272,970,0.776323504,0.948200889
Agathobaculum_butyriciproducens_SGB_14991,housing,Household,-0.013834888,0.049134568,2272,2,0.778729123,0.950356923
Clostridiaceae_bacterium_SGB_4269,housing,Stray,-0.034689174,0.124031173,2272,12,0.779767069,0.950841685
Firmicutes_SGB_106569,housing,Household,0.044321471,0.15939658,2272,28,0.781390462,0.952038953
Frederiksenia_canicola_SGB_30988,housing,Stray,0.061722225,0.223562913,2272,24,0.782556096,0.952676986
Firmicutes_SGB_6321,housing,Stray,-0.092363315,0.339606168,2272,35,0.785707197,0.955729082
Muribaculaceae_SGB_2164,housing,Household,-0.063939828,0.236602916,2272,46,0.787011749,0.956385581
Eubacterium_sp_OM08_24_SGB_4289,housing,Stray,-0.001829079,0.006745839,2272,1,0.787535835,0.956385581
Paraprevotella_xylaniphila_SGB_1797,housing,Stray,-0.185313938,0.695508755,2272,143,0.789961256,0.957229
Firmicutes_SGB_14311,housing,Household,-0.001323647,0.00496046,2272,1,0.790165448,0.957229
Lachnospira_pectinoschiza_SGB_5089,housing,Stray,0.018503312,0.069164862,2272,4,0.789152122,0.957229
Butyricicoccus_SGB14985_SGB_14985,housing,Stray,0.340641372,1.298963117,2272,1570,0.793177807,0.958060299
Imtechella_halotolerans_SGB_2930,housing,Stray,-0.0412377,0.156249921,2272,37,0.791890727,0.958060299
Lachnospiraceae_SGB_106017,housing,Stray,-0.019698601,0.074691307,2272,7,0.792618755,0.958060299
Allobaculum_stercoricanis_SGB_29316,housing,Stray,0.51708361,1.974140901,2272,1393,0.793434035,0.958060299
Coprobacter_fastidiosus_SGB_1963,housing,Household,-0.003770864,0.014406447,2272,4,0.795024371,0.958467575
Enterococcus_faecalis_SGB_7962,housing,Household,-0.139162458,0.536846427,2272,138,0.79570893,0.958467575
Blautia_glucerasea_SGB_4809,housing,Stray,0.00182095,0.007002262,2272,1,0.795362742,0.958467575
Firmicutes_SGB_14966,housing,Stray,-0.046550191,0.182186824,2272,24,0.798382345,0.958732096
Coprococcus_sp_AF21_14LB_SGB_25437,housing,Household,-0.234629394,0.920730267,2272,1194,0.799158762,0.958732096
Faecalibacterium_prausnitzii_SGB_15326,housing,Household,-0.001529544,0.005882841,2272,2,0.79858181,0.958732096
Lachnospiraceae_SGB_106013,housing,Household,-0.048951767,0.191308741,2272,76,0.798079093,0.958732096
Desulfovibrionaceae_SGB_58382,housing,Stray,-0.014627651,0.057319568,2272,19,0.798636198,0.958732096
Bacteroidota_SGB_2067,housing,Stray,0.367419272,1.460784645,2272,615,0.801442017,0.959919253
Erysipelotrichaceae_SGB_96695,housing,Stray,-0.099412861,0.394897465,2272,50,0.801271378,0.959919253
Campylobacter_helveticus_SGB_19438,housing,Stray,-0.06389152,0.256024457,2272,26,0.802985164,0.960991922
Blautia_SGB59878_SGB_59878,housing,Household,-0.161219513,0.659118392,2272,416,0.807861915,0.96288254
Lachnospiraceae_bacterium_OM04_12BH_SGB_4893,housing,Stray,0.001545258,0.006168741,2272,1,0.808009119,0.96288254
Dielma_fastidiosa_SGB_4031,housing,Stray,0.001702579,0.007004729,2272,1,0.808457982,0.96288254
Fusobacteriaceae_SGB_6025,housing,Stray,-0.32909634,1.343854306,2272,238,0.806616453,0.96288254
Lachnospiraceae_SGB_66596,housing,Stray,0.223345165,0.909258782,2272,249,0.806015849,0.96288254
Succinivibrionaceae_SGB_66357,housing,Household,-0.167008105,0.676286383,2272,458,0.8057865,0.96288254
Firmicutes_SGB_6461,housing,Household,-0.019105241,0.079748342,2272,8,0.810701875,0.964780739
Streptococcus_mitis_SGB_8168,housing,Stray,0.001634932,0.006780106,2272,1,0.812672703,0.965577495
Intestinimonas_sp_MSJ_38_SGB_14974,housing,Stray,-0.020385872,0.085955817,2272,10,0.812558341,0.965577495
Simiaoa_sunii_SGB_4910,housing,Stray,-0.065141916,0.275958898,2272,38,0.813413947,0.965685038
Bacteroidaceae_SGB_69986,housing,Stray,-0.141860103,0.609106117,2272,173,0.815863916,0.967086079
Erysipelotrichaceae_SGB_65949,housing,Stray,-0.118928917,0.510734546,2272,61,0.81589742,0.967086079
Firmicutes_unclassified_SGB_105436,housing,Household,-0.046601185,0.201656813,2272,59,0.817301904,0.967977674
Lachnospiraceae_SGB_47662,housing,Stray,0.202500184,0.887212131,2272,232,0.819539878,0.968631072
